PTAXID,COMPANYID,BRANCHID,CLIENTID,DATE,VAT,INCOMETAX,DELETESTATUS,CREATEDBY,CREATEDDATETIME,MODIFIEDBY,MODIFIEDDATETIME
1293,1000,1,126,5/31/2020 0:00,14114,0,FALSE,156,57:17.3,,
1294,1000,1,126,5/30/2020 0:00,836,2017,FALSE,156,04:14.4,,
1295,1000,1,54,4/29/2020 0:00,2486,0,FALSE,156,45:13.0,,
1296,1000,1,54,5/31/2020 0:00,0,0,FALSE,156,52:59.2,,
1297,1000,1,54,5/30/2020 0:00,2475,0,FALSE,156,08:05.2,,
1298,1000,1,81,5/31/2020 0:00,0,0,FALSE,156,56:52.0,,
1299,1000,1,81,5/30/2020 0:00,0,0,FALSE,156,59:09.9,,
1300,1000,1,21,5/31/2020 0:00,0,0,FALSE,156,37:25.8,,
1301,1000,1,124,5/31/2020 0:00,0,0,FALSE,156,23:34.3,,
1303,1000,1,93,6/16/2020 0:00,0,0,FALSE,48,52:33.7,48,10:27.4
1304,1000,1,43,6/30/2020 0:00,0,0,FALSE,48,53:34.8,48,24:04.2
1305,1000,1,95,5/31/2020 0:00,0,0,FALSE,156,09:56.8,,
1306,1000,1,101,4/30/2020 0:00,0,0,FALSE,156,43:55.2,,
1307,1000,1,101,5/31/2020 0:00,0,0,FALSE,156,44:21.0,,
1308,1000,1,62,5/31/2020 0:00,0,0,FALSE,156,03:31.4,,
1309,1000,1,132,5/31/2020 0:00,0,0,FALSE,156,06:44.2,,
1310,1000,1,20,5/31/2020 0:00,0,0,FALSE,156,10:00.5,,
1311,1000,1,152,5/31/2020 0:00,36814,17568,FALSE,1,02:36.8,,
1312,1000,1,132,4/30/2020 0:00,0,0,FALSE,1,05:46.9,,
1313,1000,1,148,3/31/2020 0:00,58931,6082,FALSE,41,14:54.8,,
1314,1000,1,148,4/30/2020 0:00,69544,18960,FALSE,41,27:59.1,,
1315,1000,1,53,3/31/2020 0:00,877,3480,FALSE,41,27:03.7,,
1316,1000,1,53,4/30/2020 0:00,5143,2027,FALSE,41,28:27.5,,
1317,1000,1,63,4/30/2020 0:00,0,0,FALSE,156,36:29.3,,
1318,1000,1,63,5/31/2020 0:00,0,0,FALSE,156,36:53.7,,
1319,1000,1,147,4/30/2020 0:00,0,0,FALSE,1,21:15.4,,
1320,1000,1,90,4/30/2020 0:00,938,486,FALSE,1,53:56.2,,
1321,1000,1,80,1/31/2020 0:00,2435,2283,FALSE,156,22:21.4,,
1322,1000,1,148,5/31/2020 0:00,59043,13496,FALSE,156,08:02.0,,
1323,1000,1,149,6/30/2020 0:00,14856,7116,FALSE,156,20:46.2,,
1324,1000,1,135,6/30/2020 0:00,0,0,FALSE,156,22:50.7,,
1326,1000,1,56,6/30/2020 0:00,0,0,FALSE,156,03:27.8,,
1327,1000,1,142,6/30/2020 0:00,0,0,FALSE,156,12:39.9,,
1328,1000,1,54,6/30/2020 0:00,0,0,FALSE,156,44:03.4,,
1330,1000,1,122,6/30/2020 0:00,0,0,FALSE,156,39:45.2,,
1331,1000,1,111,6/30/2020 0:00,0,0,FALSE,156,33:24.8,,
1332,1000,1,30,6/30/2020 0:00,0,0,FALSE,156,52:40.8,,
1333,1000,1,132,6/30/2020 0:00,0,0,FALSE,156,47:24.4,,
1334,1000,1,24,6/30/2020 0:00,0,0,FALSE,156,52:45.3,,
1335,1000,1,41,6/30/2020 0:00,0,0,FALSE,156,04:41.4,,
1336,1000,1,133,6/30/2020 0:00,0,0,FALSE,156,09:09.2,,
1337,1000,1,114,6/30/2020 0:00,1009,0,FALSE,156,52:47.2,,
1338,1000,1,70,5/29/2020 0:00,288,0,FALSE,156,41:33.6,,
1339,1000,1,70,6/30/2020 0:00,0,0,FALSE,156,41:58.4,,
1340,1000,1,29,6/30/2020 0:00,0,0,FALSE,156,47:10.3,,
1341,1000,1,144,6/30/2020 0:00,0,0,FALSE,156,09:55.2,,
1342,1000,1,110,6/30/2020 0:00,0,0,FALSE,156,19:01.2,,
1343,1000,1,125,6/29/2020 0:00,2203,0,FALSE,156,58:02.7,,
1345,1000,1,53,5/31/2020 0:00,3151,4048,FALSE,41,44:25.0,,
1346,1000,1,105,6/30/2020 0:00,0,0,FALSE,156,33:00.1,,
1347,1000,1,20,6/30/2020 0:00,0,0,FALSE,156,36:20.6,,
1348,1000,1,62,6/30/2020 0:00,0,0,FALSE,156,53:25.1,,
1349,1000,1,131,6/30/2020 0:00,7301,7012,FALSE,156,14:10.8,,
1350,1000,1,126,6/30/2020 0:00,9644,0,FALSE,156,31:56.2,,
1351,1000,1,126,6/29/2020 0:00,683,3756,FALSE,156,41:01.7,,
1352,1000,1,121,6/30/2020 0:00,0,0,FALSE,156,08:17.3,,
1353,1000,1,121,6/29/2020 0:00,0,0,FALSE,156,08:40.5,,
1354,1000,1,125,6/30/2020 0:00,0,0,FALSE,1,50:26.7,,
1355,1000,1,4,6/30/2020 0:00,0,0,FALSE,156,19:36.2,,
1356,1000,1,106,6/30/2020 0:00,0,912,FALSE,156,50:54.0,,
1357,1000,1,81,6/30/2020 0:00,0,0,FALSE,156,19:27.7,,
1358,1000,1,81,6/29/2020 0:00,0,0,FALSE,156,20:49.3,,
1359,1000,1,118,6/30/2020 0:00,0,0,FALSE,156,50:54.7,,
1360,1000,1,124,6/30/2020 0:00,0,0,FALSE,156,20:10.4,,
1361,1000,1,21,6/30/2020 0:00,0,0,FALSE,156,13:43.2,,
1362,1000,1,78,6/30/2020 0:00,0,0,FALSE,156,35:23.4,,
1363,1000,1,101,6/30/2020 0:00,0,0,FALSE,48,44:39.4,48,7/15/2020 12:46
1365,1000,1,3,6/30/2020 0:00,0,219,FALSE,156,53:02.9,,
1366,1000,1,117,6/30/2020 0:00,626,0,FALSE,156,33:26.2,,
1367,1000,1,117,6/29/2020 0:00,0,844,FALSE,156,37:07.1,,
1368,1000,1,86,6/30/2020 0:00,0,0,FALSE,156,56:34.4,,
1369,1000,1,86,6/29/2020 0:00,1870,0,FALSE,156,12:49.9,,
1371,1000,1,146,6/30/2020 0:00,0,0,FALSE,156,08:35.7,,
1373,1000,1,94,6/30/2020 0:00,0,0,FALSE,156,37:04.9,,
1374,1000,1,127,6/30/2020 0:00,0,0,FALSE,156,58:39.5,,
1378,1000,1,108,6/30/2020 0:00,1037,0,FALSE,156,29:39.2,,
1379,1000,1,108,6/29/2020 0:00,34,175,FALSE,156,35:58.4,,
1380,1000,1,23,6/30/2020 0:00,0,0,FALSE,156,47:45.2,,
1381,1000,1,137,6/30/2020 0:00,0,0,FALSE,156,41:36.3,,
1382,1000,1,40,6/30/2020 0:00,0,0,FALSE,156,40:04.9,,
1383,1000,1,102,6/30/2020 0:00,0,203,FALSE,156,57:09.9,,
1384,1000,1,91,6/30/2020 0:00,0,0,FALSE,156,48:25.9,,
1385,1000,1,152,6/30/2020 0:00,1652,8876,FALSE,156,47:28.6,,
1386,1000,1,68,6/30/2020 0:00,0,0,FALSE,156,36:05.2,,
1389,1000,1,138,6/30/2020 0:00,4276,1256,FALSE,156,19:59.1,,
1392,1000,1,87,6/30/2020 0:00,0,0,FALSE,156,04:08.7,,
1393,1000,1,147,6/30/2020 0:00,0,0,FALSE,156,11:40.8,,
1395,1000,1,73,6/30/2020 0:00,0,720,FALSE,1,25:41.0,,
1396,1000,1,104,5/31/2020 0:00,0,0,FALSE,156,32:16.4,,
1397,1000,1,151,6/30/2020 0:00,5024,0,FALSE,1,58:36.7,,
1399,1000,1,153,1/31/2020 0:00,0,0,FALSE,41,05:18.6,,
1400,1000,1,153,2/29/2020 0:00,0,0,FALSE,41,06:23.9,,
1401,1000,1,153,3/31/2020 0:00,0,0,FALSE,41,07:08.4,,
1402,1000,1,153,4/30/2020 0:00,0,0,FALSE,41,07:55.4,,
1403,1000,1,153,5/31/2020 0:00,0,0,FALSE,41,08:51.2,,
1404,1000,1,153,6/30/2020 0:00,1790,552,FALSE,41,09:45.6,,
1405,1000,1,63,6/30/2020 0:00,0,0,FALSE,156,53:24.1,,
1406,1000,1,90,6/30/2020 0:00,2418,328,FALSE,156,12:08.1,,
1407,1000,1,128,6/30/2020 0:00,0,0,FALSE,1,55:17.9,,
1408,1000,1,116,6/30/2020 0:00,0,0,FALSE,1,03:39.9,,
1409,1000,1,144,4/30/2020 0:00,474,0,FALSE,156,05:20.7,,
1410,1000,1,144,5/31/2020 0:00,212,0,FALSE,156,10:34.4,,
1411,1000,1,54,6/28/2020 0:00,3403,0,FALSE,156,33:30.8,,
1412,1000,1,97,6/30/2020 0:00,410,0,FALSE,156,35:14.0,,
1413,1000,1,97,4/30/2020 0:00,631,0,FALSE,156,08:36.9,,
1414,1000,1,148,6/30/2020 0:00,1925,51300,FALSE,156,41:20.2,,
1416,1000,1,56,7/31/2020 0:00,0,0,FALSE,156,04:23.5,,
1417,1000,1,142,7/31/2020 0:00,0,0,FALSE,156,18:03.9,,
1418,1000,1,135,7/31/2020 0:00,0,0,FALSE,156,33:43.9,,
1419,1000,1,122,7/31/2020 0:00,0,0,FALSE,156,57:33.6,,
1420,1000,1,121,7/31/2020 0:00,0,0,FALSE,156,08:46.8,,
1421,1000,1,30,7/31/2020 0:00,0,0,FALSE,156,27:37.0,,
1422,1000,1,132,7/31/2020 0:00,0,0,FALSE,156,44:15.5,,
1423,1000,1,111,7/31/2020 0:00,0,0,FALSE,156,56:26.3,,
1424,1000,1,133,7/31/2020 0:00,0,0,FALSE,156,10:03.3,,
1425,1000,1,41,7/31/2020 0:00,0,0,FALSE,156,22:35.1,,
1426,1000,1,24,7/31/2020 0:00,0,0,FALSE,156,38:34.7,,
1427,1000,1,149,7/31/2020 0:00,10172,9919,FALSE,156,29:44.2,,
1428,1000,1,114,7/31/2020 0:00,36,0,FALSE,156,32:34.8,,
1429,1000,1,29,7/31/2020 0:00,0,0,FALSE,156,28:19.5,,
1430,1000,1,70,7/31/2020 0:00,0,0,FALSE,156,59:56.2,,
1431,1000,1,144,7/31/2020 0:00,0,0,FALSE,156,28:10.7,,
1432,1000,1,110,7/31/2020 0:00,0,0,FALSE,156,18:40.1,,
1433,1000,1,131,7/31/2020 0:00,17882,11727,FALSE,156,19:38.8,,
1434,1000,1,105,7/31/2020 0:00,160,0,FALSE,156,09:55.6,,
1435,1000,1,62,7/31/2020 0:00,0,0,FALSE,156,39:13.5,,
1436,1000,1,125,7/31/2020 0:00,0,0,FALSE,156,47:30.4,,
1437,1000,1,125,7/30/2020 0:00,1887,0,FALSE,156,55:09.0,,
1438,1000,1,87,7/31/2020 0:00,1606,0,FALSE,156,13:53.5,,
1439,1000,1,153,7/31/2020 0:00,0,0,FALSE,156,30:09.5,,
1440,1000,1,104,4/30/2020 0:00,0,0,FALSE,156,01:41.0,,
1441,1000,1,104,6/30/2020 0:00,0,0,FALSE,156,09:09.6,,
1442,1000,1,117,7/31/2020 0:00,625,0,FALSE,156,18:26.5,,
1443,1000,1,117,7/30/2020 0:00,0,645,FALSE,156,23:56.0,,
1444,1000,1,81,7/31/2020 0:00,0,0,FALSE,156,23:08.3,,
1445,1000,1,43,7/31/2020 0:00,0,0,FALSE,48,38:34.3,,
1446,1000,1,4,7/31/2020 0:00,0,0,FALSE,156,39:39.1,,
1447,1000,1,93,7/31/2020 0:00,0,0,FALSE,48,12:47.9,,
1448,1000,1,106,7/31/2020 0:00,0,752,FALSE,156,24:01.8,,
1449,1000,1,118,7/31/2020 0:00,0,0,FALSE,156,54:05.8,,
1450,1000,1,101,7/31/2020 0:00,0,0,FALSE,48,59:53.5,,
1452,1000,1,124,7/31/2020 0:00,0,0,FALSE,156,25:43.5,,
1453,1000,1,21,7/31/2020 0:00,0,0,FALSE,156,38:44.0,,
1454,1000,1,3,7/31/2020 0:00,0,1335,FALSE,156,01:58.6,,
1455,1000,1,152,7/31/2020 0:00,92,14265,FALSE,156,48:57.9,,
1456,1000,1,104,7/31/2020 0:00,0,0,FALSE,156,07:30.0,,
1457,1000,1,148,7/31/2020 0:00,71921,5974,FALSE,156,21:33.5,,
1458,1000,1,126,7/31/2020 0:00,0,2466,FALSE,156,47:05.0,,
1459,1000,1,126,7/30/2020 0:00,0,0,FALSE,156,47:31.4,,
1460,1000,1,95,7/31/2020 0:00,0,0,FALSE,156,39:49.9,,
1461,1000,1,20,7/31/2020 0:00,0,0,FALSE,156,55:17.0,,
1462,1000,1,95,6/30/2020 0:00,0,0,FALSE,156,39:45.9,,
1463,1000,1,78,7/31/2020 0:00,0,0,FALSE,156,02:14.9,,
1464,1000,1,54,7/31/2020 0:00,0,0,FALSE,156,13:48.1,,
1471,1000,1,63,7/31/2020 0:00,0,279,FALSE,156,32:39.5,48,04:53.2
1473,1000,1,63,7/28/2020 0:00,660,618,FALSE,156,03:35.9,48,03:18.4
1474,1000,1,54,7/30/2020 0:00,3428,0,FALSE,156,07:24.8,,
1475,1000,1,128,7/31/2020 0:00,0,0,FALSE,1,09:01.5,,
1477,1000,1,135,8/31/2020 0:00,0,0,FALSE,156,20:18.9,,
1480,1000,1,3,8/31/2020 0:00,0,219,FALSE,156,36:30.8,,
1482,1000,1,142,8/31/2020 0:00,0,0,FALSE,156,43:45.0,,
1483,1000,1,56,8/31/2020 0:00,303,290,FALSE,156,57:27.6,,
1484,1000,1,121,8/31/2020 0:00,0,0,FALSE,156,35:06.3,,
1485,1000,1,111,8/31/2020 0:00,0,0,FALSE,156,55:34.2,,
1487,1000,1,24,8/31/2020 0:00,0,0,FALSE,156,21:16.3,,
1488,1000,1,41,8/31/2020 0:00,0,0,FALSE,156,06:03.3,,
1489,1000,1,133,8/31/2020 0:00,0,0,FALSE,156,25:53.3,,
1490,1000,1,149,8/31/2020 0:00,26195,3258,FALSE,156,22:04.2,,
1491,1000,1,126,8/31/2020 0:00,0,0,FALSE,156,59:17.1,,
1492,1000,1,126,8/30/2020 0:00,0,2466,FALSE,156,08:06.9,,
1493,1000,1,114,8/31/2020 0:00,171,0,FALSE,156,21:38.5,,
1494,1000,1,78,8/31/2020 0:00,0,0,FALSE,156,09:45.6,,
1495,1000,1,29,8/31/2020 0:00,0,0,FALSE,156,36:52.9,,
1496,1000,1,70,8/31/2020 0:00,0,0,FALSE,156,28:02.9,,
1497,1000,1,144,8/31/2020 0:00,0,0,FALSE,156,57:17.5,,
1498,1000,1,157,8/31/2020 0:00,0,0,FALSE,156,17:28.5,,
1499,1000,1,110,8/31/2020 0:00,0,0,FALSE,156,41:43.7,,
1500,1000,1,153,8/31/2020 0:00,0,570,FALSE,156,23:31.5,,
1501,1000,1,30,8/31/2020 0:00,0,0,FALSE,156,45:00.5,,
1502,1000,1,131,8/31/2020 0:00,13064,3959,FALSE,156,01:58.7,,
1503,1000,1,105,8/31/2020 0:00,0,0,FALSE,156,14:22.1,,
1504,1000,1,152,8/31/2020 0:00,2808,10577,FALSE,156,57:51.2,180,42:47.4
1505,1000,1,87,8/31/2020 0:00,0,0,FALSE,156,09:02.2,,
1506,1000,1,21,8/31/2020 0:00,0,0,FALSE,156,39:07.4,,
1507,1000,1,4,8/31/2020 0:00,0,0,FALSE,156,07:12.5,,
1508,1000,1,118,8/31/2020 0:00,0,0,FALSE,156,32:25.9,,
1509,1000,1,125,8/31/2020 0:00,0,0,FALSE,156,03:40.5,,
1510,1000,1,125,8/30/2020 0:00,1818,0,FALSE,156,08:51.3,,
1511,1000,1,106,8/31/2020 0:00,0,752,FALSE,156,04:59.8,,
1513,1000,1,124,8/31/2020 0:00,0,0,FALSE,156,53:19.1,,
1514,1000,1,53,6/30/2020 0:00,7311,4784,FALSE,156,02:11.4,,
1515,1000,1,53,7/31/2020 0:00,3000,2659,FALSE,156,14:00.0,,
1516,1000,1,81,8/31/2020 0:00,0,0,FALSE,156,55:46.9,,
1517,1000,1,62,8/31/2020 0:00,0,0,FALSE,156,12:15.7,,
1520,1000,1,20,8/31/2020 0:00,0,0,FALSE,156,30:09.1,,
1522,1000,1,54,8/31/2020 0:00,0,0,FALSE,156,54:52.2,,
1523,1000,1,54,8/30/2020 0:00,3460,0,FALSE,156,58:01.2,180,22:12.1
1524,1000,1,94,8/31/2020 0:00,0,0,FALSE,156,05:10.3,,
1525,1000,1,127,8/31/2020 0:00,0,0,FALSE,156,08:44.6,,
1526,1000,1,117,8/31/2020 0:00,0,0,FALSE,156,58:53.2,,
1527,1000,1,117,8/30/2020 0:00,0,844,FALSE,156,08:33.7,,
1529,1000,1,148,8/31/2020 0:00,0,13621,FALSE,156,34:35.9,,
1530,1000,1,40,8/31/2020 0:00,0,0,FALSE,156,06:13.1,,
1531,1000,1,145,6/30/2020 0:00,0,0,FALSE,156,23:01.7,,
1532,1000,1,145,8/31/2020 0:00,0,0,FALSE,156,30:32.9,,
1533,1000,1,73,8/31/2020 0:00,2450,1867,FALSE,156,53:45.2,,
1534,1000,1,23,8/31/2020 0:00,0,0,FALSE,156,07:34.3,,
1535,1000,1,68,8/31/2020 0:00,0,0,FALSE,156,31:28.1,,
1536,1000,1,138,8/31/2020 0:00,3813,1169,FALSE,156,46:29.1,,
1537,1000,1,146,8/31/2020 0:00,0,0,FALSE,156,58:03.1,,
1538,1000,1,102,8/31/2020 0:00,0,1111,FALSE,156,33:12.4,,
1539,1000,1,91,8/31/2020 0:00,125,14,FALSE,156,22:04.8,,
1541,1000,1,137,8/31/2020 0:00,0,0,FALSE,156,30:50.5,,
1542,1000,1,43,8/31/2020 0:00,0,0,FALSE,48,04:42.6,,
1543,1000,1,93,8/31/2020 0:00,0,0,FALSE,48,29:26.0,,
1544,1000,1,101,8/31/2020 0:00,0,0,FALSE,48,34:02.1,,
1546,1000,1,37,8/31/2020 0:00,0,0,FALSE,48,40:14.6,,
1547,1000,1,90,8/31/2020 0:00,0,0,FALSE,48,45:56.2,,
1548,1000,1,116,8/31/2020 0:00,0,0,FALSE,156,18:56.3,,
1550,1000,1,128,8/31/2020 0:00,0,70,FALSE,156,32:41.2,,
1551,1000,1,136,8/31/2020 0:00,0,133,FALSE,156,23:08.5,,
1552,1000,1,136,6/30/2020 0:00,0,335,FALSE,156,50:46.7,,
1554,1000,1,151,8/31/2020 0:00,27257,0,FALSE,156,17:24.2,,
1555,1000,1,63,8/31/2020 0:00,0,0,FALSE,156,51:31.2,,
1556,1000,1,63,8/30/2020 0:00,0,0,FALSE,156,54:26.4,,
1557,1000,1,95,8/31/2020 0:00,0,0,FALSE,156,52:27.6,,
1561,1000,1,147,8/31/2020 0:00,0,0,FALSE,1,38:58.5,,
1562,1000,1,108,8/31/2020 0:00,1090,0,FALSE,1,12:01.0,,
1563,1000,1,148,8/30/2020 0:00,66723,2717,FALSE,156,49:33.3,,
1564,1000,1,97,8/31/2020 0:00,551,0,FALSE,156,47:17.5,,
1569,1000,1,49,1/31/2020 0:00,0,0,FALSE,156,28:36.0,,
1570,1000,1,49,1/30/2020 0:00,1469,8174,FALSE,156,30:00.6,,
1571,1000,1,49,2/29/2020 0:00,0,0,FALSE,156,30:48.6,,
1572,1000,1,49,2/28/2020 0:00,1444,5783,FALSE,156,31:56.4,,
1573,1000,1,49,3/31/2020 0:00,11472,0,FALSE,156,32:56.4,,
1574,1000,1,49,3/30/2020 0:00,1425,8635,FALSE,156,33:53.0,,
1576,1000,1,3,9/30/2020 0:00,0,219,FALSE,156,30:48.9,,
1577,1000,1,135,9/30/2020 0:00,0,0,FALSE,156,20:03.9,,
1578,1000,1,104,9/30/2020 0:00,0,0,FALSE,156,42:46.7,,
1583,1000,1,142,9/30/2020 0:00,0,0,FALSE,156,46:10.8,,
1584,1000,1,95,9/30/2020 0:00,0,0,FALSE,156,17:54.2,,
1586,1000,1,122,9/30/2020 0:00,1321,0,FALSE,156,42:16.9,,
1587,1000,1,54,9/30/2020 0:00,0,0,FALSE,156,37:53.6,,
1589,1000,1,132,9/30/2020 0:00,387,122,FALSE,156,59:27.6,,
1591,1000,1,149,9/30/2020 0:00,5856,7010,FALSE,156,02:30.6,,
1592,1000,1,111,9/30/2020 0:00,0,0,FALSE,156,29:55.3,,
1593,1000,1,30,9/30/2020 0:00,0,0,FALSE,156,46:16.0,,
1594,1000,1,24,9/30/2020 0:00,0,0,FALSE,156,55:47.8,,
1595,1000,1,87,9/30/2020 0:00,1779,0,FALSE,156,52:55.0,,
1596,1000,1,152,9/30/2020 0:00,1959,15570,FALSE,156,42:16.0,,
1597,1000,1,133,9/30/2020 0:00,0,0,FALSE,156,23:11.1,,
1598,1000,1,78,9/30/2020 0:00,0,0,FALSE,156,42:37.8,,
1599,1000,1,29,9/30/2020 0:00,0,0,FALSE,156,11:43.2,,
1600,1000,1,41,9/30/2021 0:00,7472,0,FALSE,156,00:39.9,216,58:51.6
1601,1000,1,157,9/30/2020 0:00,0,0,FALSE,156,19:58.2,,
1602,1000,1,144,9/30/2020 0:00,0,0,FALSE,156,08:32.4,,
1603,1000,1,70,9/30/2020 0:00,0,0,FALSE,156,22:28.2,,
1604,1000,1,110,9/30/2020 0:00,0,0,FALSE,156,08:32.6,,
1605,1000,1,125,9/30/2020 0:00,0,0,FALSE,156,19:33.1,,
1606,1000,1,125,9/30/2020 0:00,1295,0,FALSE,156,26:12.3,,
1607,1000,1,4,9/30/2020 0:00,0,0,FALSE,156,55:30.9,,
1608,1000,1,153,9/30/2020 0:00,0,490,FALSE,156,04:07.7,,
1609,1000,1,126,9/30/2020 0:00,1505,3653,FALSE,156,37:49.2,,
1610,1000,1,131,9/30/2020 0:00,20049,4089,FALSE,156,17:30.3,,
1611,1000,1,62,9/30/2020 0:00,0,0,FALSE,156,33:44.7,,
1613,1000,1,106,9/30/2020 0:00,0,1863,FALSE,156,59:13.7,,
1614,1000,1,126,9/30/2020 0:00,0,0,FALSE,156,05:20.9,,
1615,1000,1,118,9/30/2020 0:00,0,0,FALSE,156,28:25.4,,
1616,1000,1,21,9/30/2020 0:00,0,0,FALSE,156,04:50.0,,
1617,1000,1,43,9/30/2020 0:00,0,0,FALSE,48,15:35.9,,
1618,1000,1,101,9/30/2020 0:00,0,0,FALSE,48,18:50.1,,
1620,1000,1,124,9/30/2020 0:00,689,0,FALSE,156,07:24.5,,
1621,1000,1,117,9/30/2020 0:00,0,0,FALSE,156,23:12.2,,
1622,1000,1,117,9/29/2020 0:00,0,844,FALSE,156,28:11.2,,
1623,1000,1,114,9/30/2020 0:00,2976,1708,FALSE,156,14:17.2,,
1625,1000,1,20,9/30/2020 0:00,0,0,FALSE,156,27:43.2,,
1626,1000,1,148,9/30/2020 0:00,0,12916,FALSE,156,58:25.1,,
1627,1000,1,121,9/30/2020 0:00,0,0,FALSE,156,35:14.8,,
1628,1000,1,81,9/30/2020 0:00,0,0,FALSE,156,29:22.7,,
1629,1000,1,38,10/31/2019 0:00,0,885,FALSE,156,30:42.6,,
1630,1000,1,38,10/30/2019 0:00,0,0,FALSE,156,33:47.0,,
1631,1000,1,38,12/31/2019 0:00,0,213,FALSE,156,36:29.7,,
1632,1000,1,38,2/29/2020 0:00,0,0,FALSE,156,41:12.0,,
1633,1000,1,38,4/30/2020 0:00,0,2283,FALSE,156,42:59.6,,
1634,1000,1,38,6/30/2020 0:00,0,0,FALSE,156,45:30.5,,
1635,1000,1,38,8/31/2020 0:00,0,294,FALSE,156,47:39.9,,
1636,1000,1,39,1/31/2020 0:00,0,0,FALSE,156,56:59.0,,
1637,1000,1,39,2/29/2020 0:00,0,0,FALSE,156,05:27.0,,
1638,1000,1,39,3/31/2020 0:00,0,0,FALSE,156,09:10.0,,
1639,1000,1,39,4/30/2020 0:00,0,0,FALSE,156,19:34.8,,
1640,1000,1,39,5/31/2020 0:00,0,0,FALSE,156,23:27.5,,
1641,1000,1,39,6/30/2020 0:00,0,0,FALSE,156,31:24.4,,
1642,1000,1,39,7/31/2020 0:00,0,96,FALSE,156,39:14.8,,
1643,1000,1,39,8/31/2020 0:00,0,9181,FALSE,156,44:29.2,,
1644,1000,1,39,9/30/2020 0:00,0,0,FALSE,156,50:34.3,,
1649,1000,1,128,9/30/2020 0:00,0,1182,FALSE,156,35:04.7,,
1650,1000,1,63,9/30/2020 0:00,0,0,FALSE,156,23:31.5,,
1651,1000,1,63,9/29/2020 0:00,0,0,FALSE,156,31:00.6,,
1652,1000,1,148,9/30/2020 0:00,71691,6184,FALSE,156,51:23.5,,
1653,1000,1,54,9/28/2020 0:00,3821,0,FALSE,156,01:10.2,,
1659,1000,1,3,10/31/2020 0:00,0,240,FALSE,156,22:35.2,,
1660,1000,1,135,10/31/2020 0:00,0,0,FALSE,156,24:59.3,,
1664,1000,1,122,10/31/2020 0:00,0,0,FALSE,156,16:56.9,,
1665,1000,1,149,10/31/2020 0:00,59785,34905,FALSE,156,58:13.5,,
1666,1000,1,56,9/30/2020 0:00,2252,871,FALSE,156,06:06.4,1,58:07.4
1667,1000,1,95,10/31/2020 0:00,0,0,FALSE,156,13:57.9,,
1668,1000,1,111,10/31/2020 0:00,0,0,FALSE,156,23:34.6,,
1669,1000,1,142,10/31/2020 0:00,1074,0,FALSE,156,38:08.6,,
1670,1000,1,30,10/31/2020 0:00,0,0,FALSE,156,05:30.5,,
1671,1000,1,24,10/31/2020 0:00,0,0,FALSE,156,36:05.7,,
1672,1000,1,121,10/31/2020 0:00,0,0,FALSE,156,01:27.8,,
1674,1000,1,133,10/31/2020 0:00,0,0,FALSE,156,27:49.1,,
1675,1000,1,78,10/31/2020 0:00,0,0,FALSE,156,16:22.3,,
1676,1000,1,114,10/31/2020 0:00,675,0,FALSE,156,32:58.7,,
1677,1000,1,87,10/31/2020 0:00,0,0,FALSE,156,47:46.6,,
1678,1000,1,29,10/31/2020 0:00,0,0,FALSE,156,26:05.8,,
1679,1000,1,144,10/31/2020 0:00,0,0,FALSE,156,35:26.2,,
1680,1000,1,70,10/31/2020 0:00,0,0,FALSE,156,23:19.2,,
1681,1000,1,110,10/31/2020 0:00,0,0,FALSE,156,39:14.0,,
1682,1000,1,132,10/31/2020 0:00,0,0,FALSE,156,58:10.4,,
1683,1000,1,131,10/31/2020 0:00,8888,1629,FALSE,156,15:30.7,,
1684,1000,1,39,10/31/2020 0:00,0,994,FALSE,156,33:15.1,,
1685,1000,1,105,10/31/2020 0:00,0,0,FALSE,156,56:42.7,,
1686,1000,1,41,10/31/2020 0:00,0,0,FALSE,156,34:45.8,,
1687,1000,1,62,10/31/2020 0:00,0,0,FALSE,156,01:40.0,,
1688,1000,1,54,10/31/2020 0:00,0,0,FALSE,156,12:19.9,,
1689,1000,1,54,10/30/2020 0:00,3879,0,FALSE,156,16:28.1,,
1690,1000,1,81,10/31/2020 0:00,0,0,FALSE,156,05:56.1,,
1691,1000,1,118,10/31/2020 0:00,0,0,FALSE,156,32:02.0,,
1692,1000,1,21,10/31/2020 0:00,0,0,FALSE,156,13:04.2,,
1693,1000,1,106,10/31/2020 0:00,0,752,FALSE,156,49:38.8,,
1694,1000,1,124,10/31/2020 0:00,0,0,FALSE,156,02:40.2,,
1695,1000,1,86,10/31/2020 0:00,1439,0,FALSE,156,18:43.4,,
1696,1000,1,86,10/30/2020 0:00,0,0,FALSE,156,28:54.7,,
1697,1000,1,153,10/31/2020 0:00,0,0,FALSE,156,18:03.6,,
1698,1000,1,146,10/31/2020 0:00,0,0,FALSE,156,34:59.2,,
1699,1000,1,23,10/31/2020 0:00,0,0,FALSE,156,53:41.9,,
1700,1000,1,152,10/31/2020 0:00,923,11419,FALSE,156,26:32.6,,
1701,1000,1,125,10/31/2020 0:00,0,1027,FALSE,156,40:21.1,,
1702,1000,1,125,10/30/2020 0:00,2745,0,FALSE,156,48:19.0,,
1703,1000,1,137,10/31/2020 0:00,0,0,FALSE,156,24:51.6,,
1704,1000,1,91,10/31/2020 0:00,6,1,FALSE,156,13:12.3,,
1705,1000,1,68,10/31/2020 0:00,0,419,FALSE,156,15:09.7,,
