PTAXID,COMPANYID,BRANCHID,CLIENTID,DATE,VAT,INCOMETAX,DELETESTATUS,CREATEDBY,CREATEDDATETIME,MODIFIEDBY,MODIFIEDDATETIME
497,1000,1,30,3/31/2019 0:00,0,0,FALSE,1,56:23.3,,
498,1000,1,63,3/30/2019 0:00,0,0,FALSE,41,4/22/2019 11:52,,
499,1000,1,63,3/31/2019 0:00,1343,2105,FALSE,41,53:14.5,,
500,1000,1,53,3/31/2019 0:00,9458,17008,FALSE,41,35:19.7,,
501,1000,1,4,3/31/2019 0:00,444,474,FALSE,1,29:11.2,,
502,1000,1,64,3/31/2019 0:00,2133,2000,FALSE,41,38:31.3,,
503,1000,1,95,3/31/2019 0:00,0,0,FALSE,41,32:28.3,,
504,1000,1,81,3/31/2019 0:00,0,1356,FALSE,1,37:32.7,,
505,1000,1,70,3/31/2019 0:00,0,455,FALSE,1,53:43.8,,
507,1000,1,24,3/31/2019 0:00,0,0,FALSE,1,12:11.3,,
508,1000,1,21,4/1/2019 0:00,0,873,FALSE,1,32:21.0,,
510,1000,1,3,3/31/2019 0:00,0,813,FALSE,1,14:08.3,1,01:29.8
511,1000,1,41,3/31/2019 0:00,513,4,FALSE,41,06:37.8,,
512,1000,1,54,3/31/2019 0:00,0,0,FALSE,1,00:33.7,,
513,1000,1,78,3/31/2019 0:00,0,0,FALSE,1,40:39.1,,
514,1000,1,20,3/31/2019 0:00,528,0,FALSE,41,26:38.1,,
515,1000,1,53,3/29/2019 0:00,3489,11301,FALSE,41,53:24.2,,
516,1000,1,49,3/31/2019 0:00,2293,2594,FALSE,41,23:11.5,,
517,1000,1,49,3/30/2019 0:00,0,0,FALSE,41,23:57.7,,
518,1000,1,7,3/31/2019 0:00,2095,0,FALSE,41,37:28.5,,
519,1000,1,39,3/31/2019 0:00,0,826,FALSE,41,51:08.8,,
520,1000,1,100,3/31/2019 0:00,446,0,FALSE,41,12:54.6,,
523,1000,1,62,4/30/2019 0:00,0,0,FALSE,41,28:36.8,,
524,1000,1,93,4/30/2019 0:00,0,0,FALSE,41,52:47.8,,
525,1000,1,29,4/30/2019 0:00,0,0,FALSE,41,01:06.3,,
526,1000,1,41,4/30/2019 0:00,224,23,FALSE,41,52:44.8,,
527,1000,1,91,4/30/2019 0:00,0,4,FALSE,41,10:06.8,,
528,1000,1,94,4/30/2019 0:00,0,0,FALSE,41,35:44.1,,
529,1000,1,20,4/30/2019 0:00,131,0,FALSE,41,55:11.1,,
530,1000,1,1,4/30/2019 0:00,0,0,FALSE,1,11:41.7,,
531,1000,1,30,4/30/2019 0:00,0,0,FALSE,1,15:38.5,,
532,1000,1,40,4/30/2019 0:00,0,0,FALSE,1,39:06.1,,
534,1000,1,4,4/30/2019 0:00,0,65,FALSE,1,20:31.1,,
537,1000,1,24,4/30/2019 0:00,0,0,FALSE,1,48:10.7,,
538,1000,1,90,4/30/2019 0:00,255,0,FALSE,41,52:22.7,,
539,1000,1,68,4/30/2019 0:00,20982,4428,FALSE,1,35:29.5,,
540,1000,1,70,4/30/2019 0:00,0,0,FALSE,1,36:10.6,,
541,1000,1,73,4/30/2019 0:00,10452,0,FALSE,1,48:14.7,,
542,1000,1,63,4/30/2019 0:00,0,0,FALSE,41,33:07.9,,
543,1000,1,80,4/30/2019 0:00,2346,2200,FALSE,1,01:52.9,,
544,1000,1,86,4/30/2019 0:00,0,0,FALSE,1,25:15.4,,
545,1000,1,56,4/30/2019 0:00,0,0,FALSE,41,30:51.1,,
546,1000,1,101,3/31/2019 0:00,0,3140,FALSE,1,04:24.3,1,04:47.5
547,1000,1,101,4/30/2019 0:00,0,8352,FALSE,1,05:16.0,,
548,1000,1,23,4/30/2019 0:00,18298,5145,FALSE,41,48:20.1,,
549,1000,1,95,4/30/2019 0:00,0,0,FALSE,41,14:10.6,,
550,1000,1,105,4/30/2019 0:00,0,0,FALSE,1,08:11.7,,
551,1000,1,3,4/30/2019 0:00,0,813,FALSE,1,55:34.8,1,10:07.6
552,1000,1,81,4/30/2019 0:00,0,1074,FALSE,1,15:21.3,,
553,1000,1,106,4/30/2019 0:00,55,4870,FALSE,1,36:12.6,,
555,1000,1,78,4/30/2019 0:00,0,0,FALSE,1,44:54.4,,
556,1000,1,39,4/30/2019 0:00,0,612,FALSE,41,14:46.3,,
557,1000,1,64,4/30/2019 0:00,2133,2000,FALSE,41,36:13.7,,
558,1000,1,49,4/30/2019 0:00,0,0,FALSE,41,09:26.1,,
559,1000,1,49,4/29/2019 0:00,1280,2635,FALSE,41,10:36.2,,
560,1000,1,54,4/30/2019 0:00,0,0,FALSE,1,36:13.3,,
561,1000,1,100,4/30/2019 0:00,0,0,FALSE,41,45:25.2,,
562,1000,1,53,4/30/2019 0:00,6191,14330,FALSE,41,56:26.1,,
563,1000,1,104,1/31/2019 0:00,755,1591,FALSE,1,50:52.4,,
564,1000,1,104,2/28/2019 0:00,0,384,FALSE,1,51:22.9,,
565,1000,1,104,3/31/2019 0:00,3062,4223,FALSE,1,51:56.1,,
566,1000,1,104,4/30/2019 0:00,0,0,FALSE,1,52:18.9,,
567,1000,1,102,4/30/2019 0:00,0,0,FALSE,1,45:33.9,,
569,1000,1,30,5/31/2019 0:00,0,0,FALSE,1,04:31.5,,
570,1000,1,80,5/31/2019 0:00,2346,2200,FALSE,1,21:01.7,,
571,1000,1,104,5/30/2019 0:00,0,0,FALSE,1,41:12.8,,
572,1000,1,4,5/30/2019 0:00,0,66,FALSE,1,06:09.8,,
573,1000,1,101,5/30/2019 0:00,0,7575,FALSE,1,38:51.8,,
574,1000,1,105,5/31/2019 0:00,0,2358,FALSE,1,56:19.5,,
575,1000,1,3,5/31/2019 0:00,0,813,FALSE,1,41:20.0,,
577,1000,1,81,5/29/2019 0:00,0,247,FALSE,1,20:52.6,,
579,1000,1,70,5/30/2019 0:00,0,0,FALSE,1,30:02.5,,
580,1000,1,62,5/31/2019 0:00,0,0,FALSE,41,40:35.8,,
581,1000,1,106,5/30/2019 0:00,0,3329,FALSE,1,54:02.8,,
582,1000,1,56,5/31/2019 0:00,800,0,FALSE,41,18:18.2,,
584,1000,1,93,5/31/2019 0:00,0,0,FALSE,41,18:24.9,,
585,1000,1,21,5/31/2019 0:00,0,0,FALSE,1,18:27.2,,
586,1000,1,29,5/31/2019 0:00,0,0,FALSE,41,36:13.5,,
587,1000,1,24,5/31/2019 0:00,0,0,FALSE,1,44:19.1,,
590,1000,1,111,5/31/2019 0:00,0,0,FALSE,41,49:14.6,,
591,1000,1,7,4/30/2019 0:00,6862,0,FALSE,41,33:58.4,,
592,1000,1,63,5/31/2019 0:00,0,0,FALSE,41,26:28.3,,
593,1000,1,63,5/30/2019 0:00,559,524,FALSE,41,27:45.0,,
594,1000,1,49,5/31/2019 0:00,0,0,FALSE,41,18:00.3,,
595,1000,1,49,5/30/2019 0:00,1280,4537,FALSE,41,18:52.4,,
596,1000,1,20,5/31/2019 0:00,284,0,FALSE,41,37:27.9,,
597,1000,1,41,5/31/2019 0:00,222,26,FALSE,41,19:32.4,,
598,1000,1,64,5/31/2019 0:00,2133,2000,FALSE,41,41:14.8,,
599,1000,1,39,5/31/2019 0:00,0,985,FALSE,41,38:32.0,,
600,1000,1,110,4/30/2019 0:00,0,33,FALSE,1,17:08.3,,
601,1000,1,110,5/31/2019 0:00,0,0,FALSE,1,17:27.0,,
602,1000,1,54,5/31/2019 0:00,0,0,FALSE,1,41:22.0,,
603,1000,1,78,5/30/2019 0:00,0,0,FALSE,1,16:27.5,,
604,1000,1,95,5/31/2019 0:00,0,0,FALSE,41,16:41.9,,
605,1000,1,7,5/31/2019 0:00,3124,697,FALSE,117,28:50.3,117,18:55.7
606,1000,1,53,5/31/2019 0:00,9896,14987,FALSE,1,40:30.5,,
607,1000,1,1,6/30/2019 0:00,0,0,FALSE,1,39:47.5,,
608,1000,1,30,6/30/2019 0:00,0,0,FALSE,1,51:24.3,,
609,1000,1,40,6/30/2019 0:00,0,0,FALSE,1,05:24.4,,
610,1000,1,73,6/30/2019 0:00,14497,0,FALSE,1,31:24.6,,
611,1000,1,86,6/30/2019 0:00,0,0,FALSE,1,53:42.7,,
613,1000,1,4,6/30/2019 0:00,0,65,FALSE,1,56:44.0,,
616,1000,1,56,6/30/2019 0:00,503,142,FALSE,41,45:52.6,,
618,1000,1,93,6/30/2019 0:00,0,0,FALSE,41,41:53.0,,
619,1000,1,29,6/30/2019 0:00,0,0,FALSE,41,12:49.4,,
620,1000,1,68,6/30/2019 0:00,33324,10812,FALSE,1,08:33.4,,
621,1000,1,111,6/30/2019 0:00,0,0,FALSE,41,59:19.4,,
622,1000,1,105,6/30/2019 0:00,0,0,FALSE,1,15:25.0,,
623,1000,1,62,6/30/2019 0:00,2388,14,FALSE,41,14:25.4,,
625,1000,1,90,6/30/2019 0:00,13,0,FALSE,41,24:21.1,,
626,1000,1,94,6/30/2019 0:00,0,0,FALSE,41,37:20.3,,
627,1000,1,37,6/30/2019 0:00,0,0,FALSE,41,51:18.5,,
628,1000,1,70,6/30/2019 0:00,0,0,FALSE,1,03:35.4,,
629,1000,1,91,6/30/2019 0:00,0,0,FALSE,41,04:30.8,,
632,1000,1,102,6/30/2019 0:00,0,0,FALSE,1,26:05.9,,
633,1000,1,106,6/30/2019 0:00,0,1860,FALSE,1,25:02.3,,
635,1000,1,78,6/30/2019 0:00,381,0,FALSE,1,32:12.3,1,11:18.6
636,1000,1,24,6/30/2019 0:00,0,0,FALSE,1,07:45.2,,
637,1000,1,23,6/30/2019 0:00,720,47,FALSE,41,50:31.1,,
638,1000,1,54,6/30/2019 0:00,0,0,FALSE,1,44:14.6,,
639,1000,1,110,6/30/2019 0:00,0,0,FALSE,1,30:22.0,,
640,1000,1,109,6/30/2019 0:00,0,0,FALSE,1,41:29.3,,
644,1000,1,3,6/30/2019 0:00,0,813,FALSE,1,39:26.0,,
645,1000,1,95,6/30/2019 0:00,0,0,FALSE,41,15:42.2,,
646,1000,1,20,6/30/2019 0:00,310,0,FALSE,41,05:00.9,,
647,1000,1,63,6/30/2019 0:00,0,0,FALSE,41,28:17.7,,
648,1000,1,100,5/31/2019 0:00,0,0,FALSE,41,56:43.7,41,36:43.3
649,1000,1,100,6/30/2019 0:00,464,0,FALSE,41,10:16.9,41,01:16.4
650,1000,1,53,6/30/2019 0:00,477,4332,FALSE,41,56:40.4,,
651,1000,1,49,6/29/2019 0:00,1280,2551,FALSE,41,34:37.5,,
652,1000,1,49,6/30/2019 0:00,0,0,FALSE,41,35:16.0,,
653,1000,1,41,6/30/2019 0:00,0,0,FALSE,41,50:06.8,,
655,1000,1,108,6/30/2019 0:00,0,0,FALSE,41,19:14.1,,
656,1000,1,101,6/30/2019 0:00,3615,7575,FALSE,1,37:22.2,,
657,1000,1,116,6/30/2019 0:00,936,149,FALSE,1,04:36.8,,
658,1000,1,39,7/30/2019 0:00,0,743,FALSE,41,08:15.2,,
659,1000,1,38,6/30/2019 0:00,0,106,FALSE,41,18:26.7,,
660,1000,1,117,3/31/2019 0:00,4746,0,FALSE,1,44:13.5,1,06:56.0
663,1000,1,29,7/31/2019 0:00,0,0,FALSE,41,15:08.2,,
664,1000,1,111,7/31/2019 0:00,0,0,FALSE,41,16:16.0,,
665,1000,1,30,7/31/2019 0:00,0,0,FALSE,1,44:48.0,,
666,1000,1,4,7/31/2019 0:00,0,65,FALSE,1,37:33.4,,
667,1000,1,104,6/30/2019 0:00,0,0,FALSE,1,38:49.1,,
668,1000,1,118,7/31/2019 0:00,0,0,FALSE,41,03:13.1,,
669,1000,1,104,7/31/2019 0:00,0,0,FALSE,1,57:06.8,,
670,1000,1,3,7/31/2019 0:00,0,813,FALSE,1,01:07.5,,
671,1000,1,62,7/31/2019 0:00,0,0,FALSE,41,28:44.0,,
672,1000,1,105,7/31/2019 0:00,0,0,FALSE,1,26:32.7,,
673,1000,1,56,7/31/2019 0:00,716,257,FALSE,41,30:04.0,41,41:30.2
674,1000,1,41,7/31/2019 0:00,618,0,FALSE,41,28:19.8,41,17:47.8
675,1000,1,93,7/31/2019 0:00,0,0,FALSE,41,44:34.8,,
676,1000,1,39,7/31/2019 0:00,0,808,FALSE,41,31:32.9,,
677,1000,1,20,7/31/2019 0:00,362,0,FALSE,41,51:54.6,,
678,1000,1,70,7/31/2019 0:00,385,0,FALSE,1,57:18.8,,
679,1000,1,106,7/31/2019 0:00,0,1128,FALSE,1,19:44.5,,
680,1000,1,54,7/31/2019 0:00,0,36,FALSE,1,58:37.8,,
681,1000,1,24,7/31/2019 0:00,0,0,FALSE,1,12:05.7,,
682,1000,1,110,7/31/2019 0:00,0,0,FALSE,1,39:07.0,,
683,1000,1,21,7/31/2019 0:00,0,0,FALSE,1,23:04.0,,
684,1000,1,81,7/31/2019 0:00,0,0,FALSE,1,30:57.8,,
685,1000,1,124,7/30/2019 0:00,0,0,FALSE,1,37:15.3,,
686,1000,1,87,3/31/2019 0:00,0,762,FALSE,1,07:55.0,,
687,1000,1,87,4/30/2019 0:00,0,0,FALSE,1,08:28.2,,
688,1000,1,87,5/31/2019 0:00,0,0,FALSE,1,08:59.8,,
689,1000,1,87,6/30/2019 0:00,0,0,FALSE,1,09:30.8,,
690,1000,1,87,7/31/2019 0:00,0,0,FALSE,1,09:55.6,,
691,1000,1,53,7/31/2019 0:00,895,8575,FALSE,41,11:43.7,,
692,1000,1,49,7/31/2019 0:00,0,0,FALSE,41,23:48.2,,
693,1000,1,49,7/30/2019 0:00,1299,4483,FALSE,41,24:39.4,,
694,1000,1,7,6/30/2019 0:00,3449,962,FALSE,41,17:56.2,41,18:32.1
695,1000,1,101,7/31/2019 0:00,16146,4835,FALSE,1,34:14.7,,
696,1000,1,95,7/31/2019 0:00,0,0,FALSE,41,47:04.1,,
698,1000,1,121,7/31/2019 0:00,0,0,FALSE,41,07:42.3,,
699,1000,1,117,4/30/2019 0:00,2557,0,FALSE,1,07:34.9,,
700,1000,1,117,5/31/2019 0:00,815,0,FALSE,1,08:08.2,,
701,1000,1,117,6/30/2019 0:00,184,0,FALSE,1,08:51.3,,
702,1000,1,117,7/31/2019 0:00,2145,1166,FALSE,1,09:30.6,,
703,1000,1,64,6/30/2019 0:00,2204,2066,FALSE,41,43:56.5,,
704,1000,1,64,7/31/2019 0:00,2164,2029,FALSE,41,11:03.2,,
705,1000,1,1,8/30/2019 0:00,0,0,FALSE,1,46:14.0,,
706,1000,1,30,8/30/2019 0:00,0,0,FALSE,1,24:00.4,,
707,1000,1,40,8/30/2019 0:00,0,0,FALSE,1,03:44.0,,
708,1000,1,86,8/30/2019 0:00,0,0,FALSE,1,02:17.5,,
709,1000,1,104,8/30/2019 0:00,0,0,FALSE,1,33:06.8,,
710,1000,1,73,8/30/2019 0:00,7658,764,FALSE,1,41:51.8,,
712,1000,1,4,8/30/2019 0:00,0,66,FALSE,1,22:51.8,,
713,1000,1,105,8/30/2019 0:00,0,0,FALSE,1,37:32.0,,
716,1000,1,122,8/31/2019 0:00,216,78,FALSE,41,19:55.5,1,54:10.6
717,1000,1,3,8/30/2019 0:00,0,813,FALSE,1,25:08.9,,
719,1000,1,24,8/31/2019 0:00,0,0,FALSE,1,42:01.1,,
720,1000,1,81,8/30/2019 0:00,0,2379,FALSE,1,16:04.3,,
721,1000,1,53,8/31/2019 0:00,895,11651,FALSE,41,48:54.4,,
722,1000,1,97,8/30/2019 0:00,117,1095,FALSE,1,50:40.1,,
723,1000,1,70,8/30/2019 0:00,0,0,FALSE,1,09:17.3,,
724,1000,1,106,8/31/2019 0:00,0,889,FALSE,1,44:42.9,,
725,1000,1,68,8/30/2019 0:00,483,1748,FALSE,1,20:50.0,,
726,1000,1,21,8/31/2019 0:00,0,0,FALSE,1,22:51.0,,
727,1000,1,54,8/31/2019 0:00,0,0,FALSE,1,22:25.4,,
728,1000,1,78,8/31/2019 0:00,0,0,FALSE,1,36:03.6,,
729,1000,1,124,8/30/2019 0:00,2302,1207,FALSE,1,53:42.1,,
730,1000,1,95,8/31/2019 0:00,0,0,FALSE,41,09:58.5,41,43:22.3
731,1000,1,116,8/31/2019 0:00,68,0,FALSE,1,41:54.5,,
732,1000,1,117,8/31/2019 0:00,0,910,FALSE,1,08:30.8,,
733,1000,1,121,8/31/2019 0:00,0,0,FALSE,41,19:54.2,,
734,1000,1,127,8/31/2019 0:00,0,0,FALSE,1,33:00.2,,
735,1000,1,111,8/31/2019 0:00,0,0,FALSE,41,18:07.2,,
736,1000,1,101,8/31/2019 0:00,0,3843,FALSE,1,23:38.3,1,07:36.6
737,1000,1,49,8/30/2019 0:00,0,0,FALSE,41,10:54.1,,
738,1000,1,49,8/31/2019 0:00,1299,7016,FALSE,41,12:03.2,,
739,1000,1,39,8/31/2019 0:00,0,0,FALSE,41,26:15.1,,
740,1000,1,41,8/31/2019 0:00,812,0,FALSE,41,39:15.6,138,32:02.8
741,1000,1,29,8/31/2019 0:00,0,0,FALSE,41,19:23.5,,
742,1000,1,20,8/31/2019 0:00,0,0,FALSE,41,34:26.4,,
743,1000,1,118,8/31/2019 0:00,0,0,FALSE,41,25:25.5,,
744,1000,1,128,8/31/2019 0:00,0,0,FALSE,41,33:57.2,,
745,1000,1,93,8/31/2019 0:00,0,0,FALSE,41,41:48.1,,
746,1000,1,62,8/31/2019 0:00,859,5,FALSE,41,28:39.4,,
747,1000,1,64,8/31/2019 0:00,2133,2000,FALSE,41,44:29.1,,
748,1000,1,114,7/31/2019 0:00,179,0,FALSE,41,32:18.1,,
749,1000,1,114,8/31/2019 0:00,724,0,FALSE,41,33:07.2,,
750,1000,1,100,7/31/2019 0:00,1039,0,FALSE,41,45:49.2,,
751,1000,1,110,8/31/2019 0:00,0,0,FALSE,1,9/24/2019 11:06,,
752,1000,1,56,8/31/2019 0:00,330,4,FALSE,41,27:36.8,,
753,1000,1,91,8/31/2019 0:00,0,0,FALSE,41,08:36.5,,
754,1000,1,90,8/31/2019 0:00,1913,243,FALSE,41,35:10.4,,
755,1000,1,109,8/31/2019 0:00,0,0,FALSE,1,54:00.1,,
757,1000,1,94,8/31/2019 0:00,0,0,FALSE,41,50:20.3,,
758,1000,1,108,8/31/2019 0:00,0,0,FALSE,41,25:53.0,,
759,1000,1,23,8/31/2019 0:00,0,0,FALSE,41,50:31.3,,
760,1000,1,126,7/31/2019 0:00,5719,3650,FALSE,1,04:12.5,,
761,1000,1,126,7/30/2019 0:00,0,0,FALSE,1,04:57.7,,
762,1000,1,38,8/31/2019 0:00,0,0,FALSE,41,41:46.7,,
763,1000,1,37,8/31/2019 0:00,0,0,FALSE,41,00:35.8,,
764,1000,1,68,9/30/2019 0:00,13850,3225,FALSE,1,55:48.3,1,11:45.0
765,1000,1,126,8/31/2019 0:00,2818,0,FALSE,1,48:47.4,,
766,1000,1,126,8/29/2019 0:00,0,3550,FALSE,1,49:30.2,,
767,1000,1,3,9/30/2019 0:00,0,813,FALSE,1,21:24.4,,
768,1000,1,117,9/30/2019 0:00,0,773,FALSE,1,59:28.6,,
769,1000,1,125,9/30/2019 0:00,0,0,FALSE,1,16:45.6,,
770,1000,1,125,9/29/2019 0:00,1319,0,FALSE,1,17:28.1,,
771,1000,1,105,9/30/2019 0:00,0,0,FALSE,1,12:38.4,,
772,1000,1,106,9/30/2019 0:00,0,752,FALSE,1,32:16.8,,
773,1000,1,54,9/30/2019 0:00,0,0,FALSE,1,11:13.8,,
774,1000,1,124,9/30/2019 0:00,1280,0,FALSE,1,39:58.1,,
775,1000,1,30,9/30/2019 0:00,0,0,FALSE,1,11:25.0,,
776,1000,1,4,9/30/2019 0:00,0,1161,FALSE,1,43:56.9,,
777,1000,1,81,9/30/2019 0:00,0,0,FALSE,1,53:27.3,,
778,1000,1,70,9/30/2019 0:00,0,0,FALSE,1,37:16.0,,
779,1000,1,78,9/30/2019 0:00,0,0,FALSE,1,53:07.0,,
780,1000,1,24,9/30/2019 0:00,0,0,FALSE,1,05:52.2,,
781,1000,1,110,9/30/2019 0:00,0,0,FALSE,1,25:12.4,,
782,1000,1,87,8/31/2019 0:00,0,0,FALSE,1,45:36.2,,
783,1000,1,87,9/30/2019 0:00,0,0,FALSE,1,46:01.9,,
784,1000,1,21,9/30/2019 0:00,0,0,FALSE,1,55:57.3,,
785,1000,1,95,9/30/2019 0:00,0,0,FALSE,41,42:35.8,,
786,1000,1,56,9/30/2019 0:00,1301,476,FALSE,41,27:49.0,41,16:14.4
788,1000,1,121,9/30/2019 0:00,0,0,FALSE,41,48:16.4,,
789,1000,1,122,9/30/2019 0:00,640,202,FALSE,41,26:50.7,,
790,1000,1,128,9/30/2019 0:00,0,0,FALSE,41,54:12.4,,
791,1000,1,53,9/30/2019 0:00,648,4624,FALSE,41,48:46.1,,
792,1000,1,111,9/30/2019 0:00,0,0,FALSE,41,31:33.9,,
793,1000,1,93,9/30/2019 0:00,0,0,FALSE,48,41:17.8,,
794,1000,1,49,9/30/2019 0:00,0,0,FALSE,41,18:39.1,,
795,1000,1,49,9/29/2019 0:00,1280,7546,FALSE,41,20:45.6,,
796,1000,1,39,9/30/2019 0:00,0,0,FALSE,41,37:06.2,,
797,1000,1,114,9/30/2019 0:00,708,0,FALSE,41,52:58.0,,
798,1000,1,41,9/30/2019 0:00,681,0,FALSE,41,08:50.6,,
799,1000,1,126,9/30/2019 0:00,9901,0,FALSE,1,04:02.4,,
800,1000,1,126,9/29/2019 0:00,0,3612,FALSE,1,05:33.8,,
801,1000,1,29,9/30/2019 0:00,0,0,FALSE,41,53:21.8,,
802,1000,1,20,9/30/2019 0:00,0,0,FALSE,41,07:28.8,,
803,1000,1,62,9/30/2019 0:00,0,0,FALSE,41,22:46.1,,
804,1000,1,118,9/30/2019 0:00,0,0,FALSE,41,35:22.3,,
805,1000,1,64,9/30/2019 0:00,5953,5581,FALSE,41,20:30.4,,
807,1000,1,84,8/31/2019 0:00,10,0,FALSE,1,17:51.2,,
808,1000,1,3,10/30/2019 0:00,0,813,FALSE,1,48:12.9,,
809,1000,1,30,10/31/2019 0:00,0,0,FALSE,1,12:30.5,,
810,1000,1,104,10/31/2019 0:00,0,0,FALSE,1,10:08.2,,
811,1000,1,124,10/31/2019 0:00,646,689,FALSE,1,25:30.8,,
812,1000,1,7,7/31/2019 0:00,0,0,FALSE,41,22:46.1,,
813,1000,1,7,8/31/2019 0:00,0,0,FALSE,41,23:26.6,,
814,1000,1,7,9/30/2019 0:00,5026,0,FALSE,41,24:08.1,,
815,1000,1,7,10/31/2019 0:00,0,0,FALSE,41,24:57.7,,
817,1000,1,73,10/31/2019 0:00,2653,138,FALSE,1,47:24.0,,
818,1000,1,105,10/31/2019 0:00,15,0,FALSE,1,31:51.9,,
819,1000,1,56,10/31/2019 0:00,0,0,FALSE,41,14:51.9,,
820,1000,1,87,10/31/2019 0:00,0,0,FALSE,1,37:06.2,,
821,1000,1,81,10/31/2019 0:00,0,0,FALSE,1,32:18.0,,
822,1000,1,70,10/31/2019 0:00,0,0,FALSE,1,00:13.2,,
823,1000,1,54,10/31/2019 0:00,0,1965,FALSE,1,51:17.0,1,07:21.6
824,1000,1,125,10/30/2019 0:00,0,0,FALSE,1,42:09.8,,
825,1000,1,125,10/31/2019 0:00,2414,0,FALSE,1,42:54.5,,
826,1000,1,78,10/31/2019 0:00,0,1620,FALSE,1,13:00.0,1,12:23.2
827,1000,1,24,10/31/2019 0:00,0,0,FALSE,1,29:43.0,,
828,1000,1,117,10/31/2019 0:00,1388,1137,FALSE,1,36:41.3,,
829,1000,1,4,10/31/2019 0:00,0,714,FALSE,1,54:46.1,,
830,1000,1,106,10/31/2019 0:00,0,752,FALSE,1,59:54.3,48,39:50.9
831,1000,1,1,10/31/2019 0:00,242,9,FALSE,1,25:18.9,41,58:31.9
832,1000,1,40,10/31/2019 0:00,0,0,FALSE,1,56:55.3,,
833,1000,1,86,10/31/2019 0:00,0,0,FALSE,1,35:10.6,,
834,1000,1,68,10/31/2019 0:00,0,0,FALSE,1,56:55.9,,
835,1000,1,127,10/31/2019 0:00,16076,6933,FALSE,1,06:56.1,,
836,1000,1,97,10/31/2019 0:00,48,0,FALSE,1,46:02.7,,
838,1000,1,116,10/31/2019 0:00,5776,523,FALSE,1,44:24.1,,
840,1000,1,95,10/31/2019 0:00,0,0,FALSE,41,17:52.5,,
841,1000,1,121,10/31/2019 0:00,0,0,FALSE,41,32:00.9,,
842,1000,1,122,10/31/2019 0:00,277,85,FALSE,41,40:22.4,,
843,1000,1,128,10/31/2019 0:00,0,0,FALSE,41,51:21.3,,
844,1000,1,39,10/31/2019 0:00,0,0,FALSE,41,05:37.5,,
845,1000,1,114,10/31/2019 0:00,0,0,FALSE,41,16:37.8,,
846,1000,1,41,10/31/2019 0:00,912,0,FALSE,41,27:31.6,,
847,1000,1,29,10/31/2019 0:00,0,0,FALSE,41,40:59.3,,
848,1000,1,20,10/31/2019 0:00,0,0,FALSE,41,50:14.3,,
849,1000,1,62,10/31/2019 0:00,0,0,FALSE,41,09:45.6,,
850,1000,1,118,10/31/2019 0:00,0,0,FALSE,41,16:25.9,,
851,1000,1,108,10/31/2019 0:00,0,0,FALSE,41,25:11.5,,
852,1000,1,91,10/31/2019 0:00,0,0,FALSE,41,30:42.6,,
853,1000,1,90,10/31/2019 0:00,13523,4244,FALSE,41,46:04.4,,
854,1000,1,94,10/31/2019 0:00,0,0,FALSE,41,53:12.5,,
855,1000,1,37,10/31/2019 0:00,0,0,FALSE,41,55:54.3,,
856,1000,1,64,10/31/2019 0:00,2500,2667,FALSE,41,04:15.9,,
857,1000,1,126,10/31/2019 0:00,24600,0,FALSE,1,57:12.6,,
858,1000,1,126,10/30/2019 0:00,0,3383,FALSE,1,57:56.7,,
861,1000,1,111,10/31/2019 0:00,0,0,FALSE,41,17:24.4,,
864,1000,1,30,11/30/2019 0:00,0,0,FALSE,1,23:25.9,,
866,1000,1,105,11/30/2019 0:00,0,0,FALSE,1,02:14.3,,
867,1000,1,104,11/29/2019 0:00,0,0,FALSE,1,34:53.3,,
868,1000,1,81,11/29/2019 0:00,0,0,FALSE,1,52:56.2,,
869,1000,1,70,11/29/2019 0:00,0,0,FALSE,1,09:34.5,,
870,1000,1,49,10/31/2019 0:00,0,0,FALSE,41,57:37.5,41,47:23.7
871,1000,1,49,10/30/2019 0:00,1328,7830,FALSE,41,58:56.9,,
872,1000,1,118,11/30/2019 0:00,0,0,FALSE,41,51:44.5,,
873,1000,1,20,11/30/2019 0:00,0,0,FALSE,41,02:32.0,,
875,1000,1,111,11/30/2019 0:00,0,0,FALSE,41,33:19.8,,
876,1000,1,62,11/30/2019 0:00,0,0,FALSE,41,50:59.3,,
877,1000,1,64,11/30/2019 0:00,2666,2500,FALSE,41,01:35.5,,
878,1000,1,56,11/30/2019 0:00,0,0,FALSE,41,11:43.3,,
879,1000,1,3,11/29/2019 0:00,0,178,FALSE,1,11:28.0,,
880,1000,1,121,11/30/2019 0:00,0,0,FALSE,41,19:42.9,,
881,1000,1,114,11/30/2019 0:00,0,0,FALSE,41,06:47.9,,
882,1000,1,41,11/30/2019 0:00,0,0,FALSE,41,17:03.8,,
883,1000,1,101,9/30/2019 0:00,0,1176,FALSE,1,24:39.6,,
884,1000,1,101,10/31/2019 0:00,305,0,FALSE,1,25:39.8,,
885,1000,1,101,11/30/2019 0:00,0,0,FALSE,1,26:08.9,,
886,1000,1,4,11/30/2019 0:00,0,714,FALSE,1,26:39.4,,
887,1000,1,124,11/30/2019 0:00,0,0,FALSE,1,58:08.4,,
888,1000,1,106,11/30/2019 0:00,0,774,FALSE,1,27:15.6,48,18:25.2
889,1000,1,128,11/30/2019 0:00,0,0,FALSE,41,37:58.9,,
890,1000,1,54,11/30/2019 0:00,0,771,FALSE,1,03:44.3,,
